OTU	Z.CC14.1	Z.CC14.2	Z.CC14.3	Z.CC15.1	Z.CC15.2	Z.CC15.3	Z.CC11.1	Z.CC11.2	Z.CC11.3	Z.CC18.1	Z.CC18.2	Z.CC18.3	Z.CC7.1	Z.CC7.2	Z.CC7.3	Z.CC13.1	Z.CC13.2	Z.CC13.3	Z.CC6.1	Z.CC6.2	Z.CC6.3	Z.CC16.1	Z.CC16.2	Z.CC16.3	Z.CC5.1	Z.CC5.2	Z.CC5.3	Z.CC9.1	Z.CC9.2	Z.CC9.3	Z.CC8.1	Z.CC8.2	Z.CC8.3	Z.CC17.1	Z.CC17.2	Z.CC17.3	Z.CC19.1	Z.CC19.2	Z.CC19.3	Z.CC3.1	Z.CC3.2	Z.CC3.3	Z.CC10.1	Z.CC10.2	Z.CC10.3
Zotu1926	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	53	66	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	177	7
Zotu1927	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	42	0	0	0	0	14	38	93	83	0	0	0	13	7	0	0	0	0	0	13	0	13	16	0	0	0	0
Zotu1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu193	0	0	0	0	0	0	78	21	56	0	28	20	142	68	150	0	0	0	0	0	0	0	0	0	12	13	32	144	0	0	0	0	0	0	0	0	0	0	7	22	64	45	2886	2231	2202
Zotu1931	0	0	0	0	0	0	8	5	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	3	0	0	0	0	6	6	9	0	25	0	15	3	4	38
Zotu1932	0	17	0	0	0	0	37	39	83	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	31	0	0	0	0	0	0	6	7	9	54	48	0	0	0
Zotu1933	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4
Zotu1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	31	142	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	105	65	0	0	0
Zotu1935	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	168	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1936	0	9	0	0	0	0	0	22	0	0	0	0	0	19	0	0	0	0	0	0	0	21	0	0	0	16	11	0	0	0	0	0	0	3	0	0	4	0	0	13	12	101	60	24	28
Zotu1937	0	0	3	5	3	6	18	21	61	25	0	9	3	0	20	0	0	0	0	0	0	0	0	0	28	16	22	0	0	0	7	0	0	10	0	15	0	0	0	9	25	21	0	0	14
Zotu1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	25	36	92	47	0	0	0	73	80	9	18	0	0	20	22	49	11	37	35	0	0	0
Zotu194	1974	1287	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794	1679	2093	0	0	0	0	0	0	0	0	0	0	54	31	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1940	6	13	4	0	0	3	6	21	4	3	4	7	5	8	18	3	0	10	9	20	11	18	20	8	0	13	14	0	91	22	5	3	0	0	0	5	9	5	0	9	13	13	0	0	0
Zotu1942	0	0	0	8	0	0	10	0	0	101	89	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1943	0	0	0	0	0	0	0	0	0	0	49	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	85	171	0	0	0
Zotu1945	17	36	3	0	0	0	60	30	17	0	0	0	5	30	10	0	0	0	39	0	22	0	0	0	22	9	9	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1946	11	35	7	0	0	0	0	0	0	41	10	25	0	0	0	3	24	21	0	0	0	42	0	0	6	4	28	0	0	0	30	12	6	0	0	0	0	0	18	0	9	8	0	0	0
Zotu1947	20	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	5	0	0	0	0	7	0	0	3	0	0	24	49	25	21	14	19	46	92	26
Zotu1948	21	5	3	11	0	22	17	22	0	15	6	23	23	18	8	0	9	30	32	29	32	24	19	16	16	7	26	0	0	0	0	7	16	0	6	0	3	3	17	15	22	9	0	0	0
Zotu1949	16	0	0	0	0	0	0	10	0	21	11	74	0	8	0	31	4	0	0	0	0	49	25	8	3	0	10	0	0	0	12	7	0	0	0	6	0	7	26	10	25	11	20	0	0
Zotu195	439	241	36	281	230	266	316	351	474	356	441	559	70	98	35	71	87	115	0	13	9	0	0	0	201	295	382	0	0	0	273	173	199	0	0	0	418	268	364	119	251	215	0	0	0
Zotu1950	4	40	0	15	15	10	0	0	0	49	46	9	0	0	0	43	50	0	0	0	0	7	0	0	10	3	13	0	0	0	20	19	18	0	4	0	0	8	17	0	0	0	0	0	0
Zotu1951	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	8	0	15	0	0	0	0	0	0	0	0	0
Zotu1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	105	81	0	0	0
Zotu1953	0	0	0	191	68	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	6	16	18	7	0	0	0	24	72	52	144	167	152	0	0	3	85	104	118	0	0	0
Zotu1955	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	20	101	0	0	0	175	0	0	0	0	0	5	11	26	0	0	0	0	0	0	0	0	0
Zotu1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	83	116	75	0	0	0	0	0
Zotu1958	19	12	0	0	4	0	12	0	0	25	0	15	17	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	16	5	16	26	50	13	0	26
Zotu1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	132	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu196	104	184	7	19	0	0	134	217	239	0	0	0	35	91	64	379	81	151	414	564	403	186	149	164	0	0	0	0	0	0	84	132	95	17	38	0	532	552	390	289	462	462	332	342	703
Zotu1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	146	226	0	0	0	0	0	0	0	0	0
Zotu1962	0	0	0	0	0	0	0	0	0	85	25	70	0	0	0	29	7	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	16	0	0	0	0	0	0	0	0	0
Zotu1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	132	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Zotu1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	40	83	0	0	0	29	16	100	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1968	0	0	0	6	0	0	0	0	0	54	0	6	0	0	0	0	64	32	0	0	0	13	59	55	0	0	0	0	0	0	33	17	0	0	0	6	0	0	0	0	0	0	0	0	0
Zotu1969	0	0	0	0	0	0	5	0	0	79	0	6	0	4	5	0	19	0	10	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	12	0	22	68	0	5	117
Zotu197	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1692	2748	3109	0	0	0
Zotu1970	0	0	0	0	0	0	0	0	0	109	31	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	64	0	0	0
Zotu1972	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	261	0	0	11	0	0	11	0	0	0	0	0	0	7	0	0	7
Zotu1973	13	22	0	0	0	0	0	15	22	0	0	17	7	0	9	23	0	0	0	0	0	0	36	17	0	0	14	0	0	6	6	16	17	0	0	9	0	0	5	0	14	0	0	0	18
Zotu1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	0	0	0	0	235	174	29	0	0	4	0	0	0
Zotu1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	113	83	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1976	138	181	5	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1978	0	11	0	13	3	7	0	0	0	0	29	0	24	24	35	8	38	24	0	0	0	0	26	0	0	15	8	0	0	0	15	0	13	7	0	14	0	10	10	0	29	15	3	6	6
Zotu1979	0	145	0	0	0	0	0	0	0	65	87	0	20	71	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1980	0	0	0	0	0	0	28	30	0	0	13	0	0	13	18	0	0	0	0	0	0	7	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	60	0	4	27	39
Zotu1984	3	11	3	0	0	0	0	17	0	0	0	0	39	37	37	0	0	0	0	0	0	0	0	0	14	0	35	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	38	114
Zotu1985	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	46	0	14	3	0	0	0	0	0	0	0	0	0	4	0	0	0	4	16	33	6	21	19	60	51	64	10
Zotu1986	0	0	0	0	0	0	13	10	3	0	0	0	0	0	0	5	3	0	0	41	3	6	29	19	0	0	0	0	0	0	12	0	13	0	0	0	24	0	0	46	65	60	0	0	0
Zotu1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	148	37	0	0	0	0	0	0	0	0	0	0	0	0
Zotu199	223	329	33	15	51	9	208	256	202	248	294	487	215	167	168	769	537	425	0	0	0	964	895	1033	481	904	774	0	0	0	63	143	128	112	76	110	21	19	0	50	187	173	0	0	0
Zotu1992	0	0	0	0	0	0	0	0	0	0	0	0	0	31	15	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	23	36	9	13	128
Zotu1993	12	0	0	18	10	18	0	13	0	24	32	160	0	5	0	3	0	48	0	0	0	9	0	0	5	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu1994	166	144	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1996	0	0	0	0	0	0	0	0	5	0	0	0	53	38	9	24	0	21	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	76	28	0	0	0
Zotu1997	0	0	3	6	7	7	0	21	0	37	30	18	9	14	11	0	3	23	0	41	4	14	18	10	10	9	0	0	0	0	5	0	0	0	0	0	34	0	10	0	0	0	0	4	0
Zotu1999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	120	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90390	87751	71720	0	0	0	0	0	0
Zotu20	2429	2638	333	67	26	77	3219	2942	3156	72	18	71	2710	2546	2187	151	7	109	1718	1785	1592	162	195	405	978	1532	1635	0	0	0	1117	1234	938	16	86	70	717	723	465	1548	2063	3139	3754	4610	3616
Zotu200	773	641	104	0	0	0	203	79	270	0	0	0	223	101	114	0	0	0	0	0	0	0	0	0	112	103	145	0	0	0	341	579	466	0	0	0	267	201	141	0	0	0	1053	792	788
Zotu2000	89	35	4	0	5	0	15	0	24	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	73	6	0	18	6	9	0	0	0	0	12	0	0	0	0
Zotu2001	109	58	7	0	0	14	4	21	21	19	21	92	10	0	10	5	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Zotu2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	188	270	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2003	0	8	0	0	13	30	13	0	0	50	41	68	11	29	0	27	0	0	0	47	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2004	0	56	0	8	0	7	68	67	0	0	15	44	0	0	3	0	0	0	0	5	0	49	0	10	5	6	8	0	0	0	0	0	9	0	0	3	12	10	11	0	0	0	15	21	0
Zotu2005	0	80	0	49	13	18	0	0	0	0	0	0	23	20	6	0	0	0	0	0	0	0	0	0	0	28	15	0	0	0	0	0	0	0	0	0	0	0	0	8	11	47	0	0	21
Zotu2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	173	300	0	0	0	74	29	21	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2009	8	15	0	25	0	12	9	26	0	68	0	61	7	0	7	5	12	4	0	0	14	88	0	0	0	0	8	0	0	0	0	31	21	0	0	0	3	8	0	12	61	11	18	62	12
Zotu201	266	245	53	4	3	12	0	11	0	0	0	0	9	66	7	0	0	0	0	0	0	0	0	0	84	91	80	0	0	0	2502	2167	2032	223	183	251	0	0	0	0	0	0	0	0	0
Zotu2010	11	0	0	0	0	0	0	0	0	0	0	0	61	27	81	0	0	0	42	50	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2011	25	0	0	0	0	0	0	0	32	13	0	97	0	0	0	0	0	0	0	0	0	52	49	0	0	0	11	0	0	0	0	0	0	40	0	19	0	0	0	0	0	0	0	0	0
Zotu2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	50	154	0	0	0	0	0	0	0	0	0
Zotu2013	52	61	8	0	0	0	0	32	4	0	0	0	4	0	3	0	0	0	14	14	0	33	7	27	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0	15	13	39	0	0	0
Zotu2014	8	3	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5	0	4	0	0	198	0	0	0	0	0	0	0	0	3	9	3	8	0	11	19	5
Zotu2016	0	0	0	0	0	0	0	0	0	0	0	0	10	38	47	0	0	0	123	111	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2017	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	46	66	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Zotu2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0	0	43	121	97	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2019	13	0	0	0	0	18	15	7	40	21	35	31	0	0	3	0	16	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	8	6	0	18	21	21	0
Zotu202	38	13	0	197	119	116	0	0	0	972	784	1160	0	0	0	1061	760	677	0	0	0	403	472	310	111	317	236	0	0	0	202	238	179	0	23	12	0	44	0	0	0	0	433	159	270
Zotu2021	0	0	0	0	0	0	0	0	0	52	140	15	0	0	0	88	48	60	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	132	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2023	0	0	0	25	4	6	0	0	0	40	0	8	0	0	0	26	13	15	0	0	0	14	64	0	0	3	11	0	0	0	0	11	11	0	0	15	3	0	5	21	0	16	0	0	0
Zotu2025	30	13	0	8	5	0	0	25	0	0	8	4	0	9	5	38	3	21	0	0	6	58	8	0	0	11	32	0	0	0	15	8	3	5	8	0	13	15	12	0	26	15	0	0	0
Zotu2026	12	4	0	0	6	0	0	0	0	11	14	0	0	0	0	6	0	0	0	0	0	20	0	0	4	0	0	0	0	203	7	9	0	0	0	31	0	14	0	0	0	0	0	0	0
Zotu2027	0	0	0	21	0	21	0	31	0	14	37	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	13	0	9	0	21	11	0	0
Zotu2028	11	5	0	0	0	0	34	10	0	4	24	0	11	6	0	27	11	12	0	23	32	8	14	13	0	0	5	0	0	0	10	16	18	0	0	14	6	14	7	5	16	14	0	0	0
Zotu2029	0	0	0	20	3	23	0	0	0	16	0	0	0	0	0	0	6	18	130	45	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Zotu203	909	566	100	0	0	0	4	0	4	39	99	107	1012	885	880	19	91	248	0	0	0	248	161	265	351	631	780	0	0	0	0	0	0	0	0	0	86	198	3	0	0	0	283	384	181
Zotu2030	12	0	0	0	0	0	19	0	0	0	0	0	44	119	51	0	0	0	0	0	0	47	0	76	8	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	154	83	0	0	0	0	0	0
Zotu2034	99	81	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	44	0	0	17	3	19	0	0	0	0
Zotu2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	96	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2036	3	31	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
Zotu2039	0	0	0	0	0	0	38	77	17	0	0	0	0	0	0	0	0	0	7	69	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	37	0	0	0
Zotu204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238	2462	2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	76	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2041	20	10	0	5	0	0	41	96	41	10	0	0	0	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	12	0	0	0	0	12	0	17	19	0	9	0	8
Zotu2042	46	27	0	0	0	0	13	22	42	0	0	0	10	0	0	0	10	0	0	0	0	6	0	0	7	4	35	0	0	0	14	17	8	0	0	0	0	0	5	7	11	0	0	0	0
Zotu2044	7	11	0	3	0	0	7	12	19	0	7	0	7	17	7	11	5	22	0	57	0	12	0	10	0	5	0	46	0	0	12	15	4	0	0	0	5	11	0	0	5	22	0	0	7
Zotu2048	144	120	11	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	6	29	3	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0
Zotu2049	0	0	0	12	13	9	0	0	0	56	0	73	0	0	0	94	50	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu205	373	377	27	13	0	0	553	472	456	22	19	104	235	181	152	183	324	216	98	118	67	0	24	9	166	190	145	0	0	0	480	558	390	71	127	60	413	326	217	237	394	569	251	228	166
Zotu2050	68	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	52	17	0	0	0	19	18	22	9	0	0	0	0	0	3	0	0	0	0	0
Zotu2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	112	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2052	38	0	3	0	0	0	0	0	0	0	0	0	15	14	4	0	0	0	35	40	28	0	0	5	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	31	10	7	22	13	14
Zotu2053	0	0	0	0	0	0	0	0	0	56	125	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2054	0	0	0	0	0	0	0	0	0	14	0	31	27	10	32	0	18	11	0	0	4	40	16	39	0	8	0	0	0	0	0	18	0	5	0	0	0	0	0	0	0	24	0	0	0
Zotu2055	0	0	0	0	0	19	0	0	0	0	15	19	0	0	0	17	0	0	0	0	0	110	4	64	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	24	0	0	0	0
Zotu2056	0	0	0	18	9	18	0	0	0	38	48	29	0	0	0	0	0	67	0	0	0	0	0	0	13	19	26	0	0	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0
Zotu2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	80	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2058	454	562	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2059	0	0	0	0	0	0	0	0	0	102	56	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu206	1100	937	136	0	0	0	83	74	65	63	90	142	0	0	0	1055	887	973	0	0	0	0	20	0	200	429	549	0	0	0	95	296	157	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	41	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	71	35
Zotu2063	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	142	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	17	44	0
Zotu2064	0	0	0	32	11	16	0	0	0	22	42	56	0	0	0	82	9	13	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	18	0	0	0
Zotu2066	0	0	0	0	0	0	0	0	0	36	103	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	96	108	0	0	0	0	0	0
Zotu2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	94	90	0	0	0	0	0	0	0	15	22	0	0	0	15	0	42	0	0	0
Zotu2069	122	85	7	5	0	0	0	0	16	0	12	0	11	0	0	15	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0
Zotu207	4241	3297	494	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2070	0	0	0	183	106	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	29	21	0	0	0	48	20	47	26	26	71	0	0	0
Zotu2073	15	0	0	33	23	22	0	0	0	32	85	35	6	0	0	44	0	27	0	0	0	11	0	0	0	3	0	0	0	0	4	18	6	0	14	0	6	0	18	8	0	0	0	0	0
Zotu2074	0	0	0	10	18	13	0	0	0	53	84	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	56	35	6	5	8	0	0	0
Zotu2075	5	9	0	4	0	5	0	0	0	0	15	0	0	0	0	44	9	0	0	0	0	0	35	19	0	0	0	0	0	0	12	3	34	0	0	4	46	24	64	0	0	0	0	0	0
Zotu2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	17	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	87	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2079	69	42	3	0	8	0	56	15	45	0	3	18	3	3	0	39	0	0	0	19	0	0	0	0	0	9	4	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Zotu208	46	48	6	0	0	33	0	0	0	76	48	119	0	0	0	0	0	0	3186	3663	2874	15	52	17	4	8	15	0	0	0	52	71	4	26	0	0	48	64	34	0	0	20	0	0	0
Zotu2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	30	8	6	15	0	0	0	4	17	4	64	24	41	0	0	0	26	58	37	0	0	0
Zotu2081	0	0	0	0	5	0	0	0	9	0	0	0	0	16	0	0	0	0	0	20	0	15	18	0	0	0	23	0	184	0	9	0	0	15	5	0	8	11	0	0	7	32	0	9	0
Zotu2082	0	0	3	12	0	21	0	14	27	26	4	37	10	13	19	31	69	66	6	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0
Zotu2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	10	87	0	7	0	0	0	0	30	22	27	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2084	74	24	0	0	0	0	0	0	11	0	0	0	5	0	0	10	0	15	16	25	0	0	0	0	0	0	5	0	0	0	15	20	10	0	0	18	31	0	8	0	27	0	0	0	14
Zotu2086	0	0	0	37	84	26	0	0	0	0	0	20	0	0	0	7	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
